L1,2,0.003125,L1,16,0.023358,,WhiteUP,464,BlackUP,176,
L2,22,0.034375,L2,20,0.029197,,WhiteDB,520,BlackDB,165,
L3,24,0.0375,L3,48,0.070073,,,0.8923076923,,0.9375,0.8365384615
L4,20,0.03125,L4,40,0.058394,,,,,,
L5,5,0.007812,L5,55,0.080292,,,,,,
L6,18,0.028125,L6,24,0.035036,,,,,,
L7,14,0.021875,L7,21,0.030657,,,,,,
L8,24,0.0375,L8,32,0.046715,,,,,,
L9,45,0.070312,L9,36,0.052555,,,,,,
L10,0,0,L10,30,0.043796,,,,,,
L11,110,0.171875,L11,11,0.016058,,,,,,
L12,60,0.09375,L12,24,0.035036,,,,,,
L13,39,0.060938,L13,13,0.018978,,,,,,
L14,0,0,L14,28,0.040876,,,,,,
L15,15,0.023438,L15,15,0.021898,,,,,,
L16,48,0.075,L16,0,0,,,,,,
L17,0,0,L17,0,0,,,,,,
L18,18,0.028125,L18,36,0.052555,,,,,,
L19,0,0,L19,19,0.027737,,,,,,
L20,0,0,L20,0,0,,,,,,
L21,0,0,L21,21,0.030657,,,,,,
L22,0,0,L22,0,0,,,,,,
L23,0,0,L23,0,0,,,,,,
L24,0,0,L24,0,0,,,,,,
L25,0,0,L25,0,0,,,,,,
L26,0,0,L26,0,0,,,,,,
L27,0,0,L27,0,0,,,,,,
L28,0,0,L28,0,0,,,,,,
L29,0,0,L29,0,0,,,,,,
L30,0,0,L30,0,0,,,,,,
L31,0,0,L31,31,0.045255,,,,,,
L32,0,0,L32,0,0,,,,,,
L33,0,0,L33,0,0,,,,,,
L34,0,0,L34,0,0,,,,,,
L35,0,0,L35,0,0,,,,,,
L36,0,0,L36,0,0,,,,,,
L37,0,0,L37,0,0,,,,,,
L38,0,0,L38,0,0,,,,,,
L39,0,0,L39,0,0,,,,,,
L40,0,0,L40,0,0,,,,,,
L41,7,0.010937,L41,29,0.042336,,,,,,
L42,22,0.034375,L42,48,0.070073,,,,,,
L43,15,0.023438,L43,27,0.039416,,,,,,
L44,12,0.01875,L44,16,0.023358,,,,,,
L45,15,0.023438,L45,25,0.036496,,,,,,
L46,24,0.0375,L46,0,0,,,,,,
L47,21,0.032812,L47,0,0,,,,,,
L48,16,0.025,L48,0,0,,,,,,
L49,9,0.014062,L49,9,0.013139,,,,,,
L50,0,0,L50,0,0,,,,,,
L51,0,0,L51,11,0.016058,,,,,,
L52,0,0,L52,0,0,,,,,,
L53,0,0,L53,0,0,,,,,,
L54,14,0.021875,L54,0,0,,,,,,
L55,0,0,L55,0,0,,,,,,
L56,0,0,L56,0,0,,,,,,
L57,0,0,L57,0,0,,,,,,
L58,0,0,L58,0,0,,,,,,
L59,0,0,L59,0,0,,,,,,
L60,0,0,L60,0,0,,,,,,
L61,21,0.032812,L61,0,0,,,,,,
L62,0,0,L62,0,0,,,,,,
L63,0,0,L63,0,0,,,,,,
L64,0,0,L64,0,0,,,,,,
L65,0,0,L65,0,0,,,,,,
L66,0,0,L66,0,0,,,,,,
L67,0,0,L67,0,0,,,,,,
L68,0,0,L68,0,0,,,,,,
L69,0,0,L69,0,0,,,,,,
L70,0,0,L70,0,0,,,,,,
L71,0,0,L71,0,0,,,,,,
L72,0,0,L72,0,0,,,,,,
L73,0,0,L73,0,0,,,,,,
L74,0,0,L74,0,0,,,,,,
L75,0,0,L75,0,0,,,,,,
L76,0,0,L76,0,0,,,,,,
L77,0,0,L77,0,0,,,,,,
L78,0,0,L78,0,0,,,,,,
L79,0,0,L79,0,0,,,,,,
L80,0,0,L80,0,0,,,,,,
Total,640,Total,685,,,,,,,,
0.494717,,,,,,,,,,,
