41.139984,2.000000
32.752869,31.000000
31.580082,2.000000
29.979219,28.000000
28.143282,43.000000
25.498903,2.000000
25.098768,184.000000
24.298214,5.000000
12.459932,12.000000
18.970819,11.000000
24.167103,2.000000
12.443381,2.000000
11.529254,1755.000000
21.526350,18.000000
8.383793,7.000000
17.404085,60.000000
10.137468,27.000000
6.932559,16.000000
32.340340,48.000000
18.718893,109.000000
5.817131,1191.000000
16.052895,154.000000
16.506926,17.000000
5.041034,6296.000000
0.000000,9381.000000
22.211664,8.000000
15.591893,44.000000
26.356209,7.000000
18.701519,38.000000
8.115192,70.000000
18.490730,6.000000
22.807135,2.000000
22.920588,22.000000
