L1,15,0.017751,L1,15,0.01606,,WhiteUP,609,BlackUP,236,
L2,34,0.040237,L2,18,0.019272,,WhiteDB,721,BlackDB,213,
L3,27,0.031953,L3,60,0.06424,,,0.8446601942,,0.9025423729,0.7623416159
L4,28,0.033136,L4,20,0.021413,,,,,,
L5,70,0.08284,L5,75,0.0803,,,,,,
L6,30,0.035503,L6,36,0.038544,,,,,,
L7,28,0.033136,L7,42,0.044968,,,,,,
L8,24,0.028402,L8,48,0.051392,,,,,,
L9,9,0.010651,L9,72,0.077088,,,,,,
L10,30,0.035503,L10,20,0.021413,,,,,,
L11,11,0.013018,L11,44,0.047109,,,,,,
L12,24,0.028402,L12,12,0.012848,,,,,,
L13,26,0.030769,L13,39,0.041756,,,,,,
L14,28,0.033136,L14,14,0.014989,,,,,,
L15,60,0.071006,L15,30,0.03212,,,,,,
L16,48,0.056805,L16,32,0.034261,,,,,,
L17,17,0.020118,L17,34,0.036403,,,,,,
L18,0,0,L18,0,0,,,,,,
L19,38,0.04497,L19,38,0.040685,,,,,,
L20,0,0,L20,20,0.021413,,,,,,
L21,0,0,L21,0,0,,,,,,
L22,0,0,L22,0,0,,,,,,
L23,23,0.027219,L23,0,0,,,,,,
L24,0,0,L24,0,0,,,,,,
L25,0,0,L25,0,0,,,,,,
L26,0,0,L26,52,0.055675,,,,,,
L27,0,0,L27,0,0,,,,,,
L28,0,0,L28,0,0,,,,,,
L29,0,0,L29,0,0,,,,,,
L30,0,0,L30,0,0,,,,,,
L31,0,0,L31,0,0,,,,,,
L32,0,0,L32,0,0,,,,,,
L33,0,0,L33,0,0,,,,,,
L34,0,0,L34,0,0,,,,,,
L35,0,0,L35,0,0,,,,,,
L36,0,0,L36,0,0,,,,,,
L37,0,0,L37,0,0,,,,,,
L38,0,0,L38,0,0,,,,,,
L39,39,0.046154,L39,0,0,,,,,,
L40,0,0,L40,0,0,,,,,,
L41,38,0.04497,L41,41,0.043897,,,,,,
L42,34,0.040237,L42,38,0.040685,,,,,,
L43,27,0.031953,L43,21,0.022484,,,,,,
L44,16,0.018935,L44,12,0.012848,,,,,,
L45,0,0,L45,20,0.021413,,,,,,
L46,42,0.049704,L46,12,0.012848,,,,,,
L47,14,0.016568,L47,14,0.014989,,,,,,
L48,0,0,L48,32,0.034261,,,,,,
L49,9,0.010651,L49,0,0,,,,,,
L50,20,0.023669,L50,10,0.010707,,,,,,
L51,11,0.013018,L51,0,0,,,,,,
L52,12,0.014201,L52,0,0,,,,,,
L53,13,0.015385,L53,13,0.013919,,,,,,
L54,0,0,L54,0,0,,,,,,
L55,0,0,L55,0,0,,,,,,
L56,0,0,L56,0,0,,,,,,
L57,0,0,L57,0,0,,,,,,
L58,0,0,L58,0,0,,,,,,
L59,0,0,L59,0,0,,,,,,
L60,0,0,L60,0,0,,,,,,
L61,0,0,L61,0,0,,,,,,
L62,0,0,L62,0,0,,,,,,
L63,0,0,L63,0,0,,,,,,
L64,0,0,L64,0,0,,,,,,
L65,0,0,L65,0,0,,,,,,
L66,0,0,L66,0,0,,,,,,
L67,0,0,L67,0,0,,,,,,
L68,0,0,L68,0,0,,,,,,
L69,0,0,L69,0,0,,,,,,
L70,0,0,L70,0,0,,,,,,
L71,0,0,L71,0,0,,,,,,
L72,0,0,L72,0,0,,,,,,
L73,0,0,L73,0,0,,,,,,
L74,0,0,L74,0,0,,,,,,
L75,0,0,L75,0,0,,,,,,
L76,0,0,L76,0,0,,,,,,
L77,0,0,L77,0,0,,,,,,
L78,0,0,L78,0,0,,,,,,
L79,0,0,L79,0,0,,,,,,
L80,0,0,L80,0,0,,,,,,
Total,845,Total,934,,,,,,,,
0.749977,,,,,,,,,,,
