[0_Strip_s0][INDIR][0_Strip_s3]: 1
[0_Strip_s0][SURR_BY][2_Default_s1]: 2
[0_Strip_s0][SURR_BY][2_Default_s2]: 2
[0_Strip_s0][INDIR][2_Default_s3]: 1
[0_Strip_s0][SURR_BY][2_Default_s3]: 1
[0_Strip_s0][INDIR][4_Incomp_Disc_s3]: 1
[0_Strip_s0][DIR][6_Incomp_Donut_s1]: 1
[0_Strip_s0][INDIR][6_Incomp_Donut_s3]: 1
[0_Strip_s1][INDIR][0_Strip_s3]: 1
[0_Strip_s1][INDIR][0_Strip_s4]: 1
[0_Strip_s1][SURR_BY_INV][1_Excavated_s3]: 1
[0_Strip_s1][SURR_BY][2_Default_s2]: 2
[0_Strip_s1][INDIR][2_Default_s3]: 2
[0_Strip_s1][INDIR][4_Incomp_Disc_s3]: 1
[0_Strip_s1][INDIR][6_Incomp_Donut_s3]: 1
[0_Strip_s1][SURR_BY][6_Incomp_Donut_s3]: 1
[0_Strip_s3][INDIR][0_Strip_s3]: 2
[0_Strip_s3][INDIR][2_Default_s1]: 4
[0_Strip_s3][SURR_BY][2_Default_s2]: 7
[0_Strip_s3][INDIR][2_Default_s3]: 1
[0_Strip_s3][INDIR][3_Blotch_s1]: 2
[0_Strip_s3][SURR_BY_INV][4_Incomp_Disc_s1]: 2
[0_Strip_s3][INDIR][6_Incomp_Donut_s3]: 2
[0_Strip_s4][INDIR][2_Default_s2]: 1
[0_Strip_s4][DIR][2_Default_s3]: 1
[0_Strip_s4][DIR][4_Incomp_Disc_s3]: 1
[0_Strip_s4][INDIR][6_Incomp_Donut_s3]: 1
[1_Excavated_s1][INDIR][4_Incomp_Disc_s3]: 1
[1_Excavated_s3][SURR_BY][2_Default_s2]: 1
[2_Default_s0][INDIR][6_Incomp_Donut_s3]: 1
[2_Default_s1][DIR][2_Default_s2]: 1
[2_Default_s1][SURR_BY][2_Default_s2]: 5
[2_Default_s1][INDIR][2_Default_s3]: 2
