lph8,0.000000,-1
lph9,0.310000,-1
lph15,0.410000,-1
vitiligo2,0.420000,-1
clp11,0.440000,-1
lph16,0.500000,-1
psoriasis17,0.550000,-1
vitiligo3,0.550000,-1
clp3,0.570000,-1
clp5,0.580000,-1
psoriasis19a,0.590000,-1
annular_psoriasis3,0.590000,-1
annular_psoriasis1,0.600000,0
tinea_corporis2,0.600000,0
acne_excoriee1,0.600000,0
psoriasis18,0.600000,0
clp10,0.610000,0
tinea_corporis5,0.630000,0
clp4,0.630000,0
psoriasis20b,0.640000,0
acne12,0.640000,0
melanoma5,0.650000,0
psoriasis20a,0.650000,0
vesicles2,0.660000,0
herpes12,0.660000,0
vesicles18,0.670000,0
psoriasis22,0.670000,0
vesicles9,0.680000,0
herpes3,0.680000,0
psoriasis19b,0.680000,0
vesicles25,0.680000,0
acne11,0.690000,0
herpes1,0.690000,0
acne_excoriee2,0.700000,0
psoriasis21b,0.710000,0
herpes6,0.710000,0
tinea_corporis11,0.720000,0
lph4,0.730000,0
melanoma7,0.740000,0
acne3,0.760000,1
melanoma6,0.770000,1
tinea_corporis3,0.770000,1
herpes13,0.770000,1
lph7,0.770000,1
melanoma3,0.790000,1
urticaria8,0.790000,1
acne_vulgaris5,0.810000,1
herpes_zoster2,0.830000,1
herpes10,0.840000,1
urticaria1,0.850000,1
herpes5,0.850000,1
urticaria5,0.850000,1
herpes11,0.850000,1
psoriasis6,0.860000,1
acne1,0.860000,1
acne_vulgaris1,0.870000,1
acne_vulgaris4,0.870000,1
tinea_corporis1,0.880000,1
tinea_corporis7a,0.890000,1
psoriasis21a,0.900000,1
tinea_corporis4,0.900000,1
psoriasis1,0.900000,1
tinea_corporis8a,0.900000,1
acne_vulgaris2,0.920000,1
acne_vulgaris3,0.920000,1
melanoma4,0.920000,1
urticaria2,0.920000,1
melanoma9,0.930000,1
psoriasis2,0.930000,1
acne2,0.950000,1
melanoma8b,0.950000,1
melanoma8a,0.960000,1
melanoma10,0.970000,1
urticaria7,0.980000,1
melanoma8c,0.990000,1
tinea_corporis6,1.000000,1
tinea_corporis8b,1.000000,1
acne_fulminans2,1.010000,1
melanoma2,1.020000,1
lph1,1.020000,1
herpes_zoster1,1.020000,1
photo5b,1.030000,1
erythrodermic_psoriasis1,1.030000,1
tinea_corporis12,1.030000,1
tinea_corporis7b,1.040000,1
tinea_corporis9,1.060000,1
herpes_zoster3,1.080000,1
erythrodermic_psoriasis2,1.100000,1
tinea_corporis13a,1.110000,1
photo5a,1.110000,1
psoriasis16,1.150000,1
herpes_simplex1,1.170000,1
acne_fulminans1,1.190000,1
tinea_corporis10,1.330000,1
tinea_corporis13b,1.350000,1
psoriasis10,1.370000,1
photo4a,1.450000,1
photo4b,1.540000,1
photo6b,1.590000,1
photo2a,1.700000,1
photo7b,1.740000,1
photo2b,1.760000,1
photo7a,1.800000,1
photo1a,1.800000,1
photo3b,1.830000,1
photo1b,1.860000,1
photo6a,1.880000,1
photo3a,1.970000,1
