Grey,1
White,1
Black,1
Blue,1
Brown,1
BrownOrange,1
BrownPink,1
BrownPurple,1
BrownRed,1
BrownViolet,1
BrownYellow,1
Green,1
GreyBlue,1
GreyBrown,1
GreyBrownPink,1
GreyGreen,1
GreyOrange,1
GreyPink,1
GreyPinkViolet,1
GreyPurple,1
GreyViolet,1
GreyYellow,1
Orange,1
OrangePink,1
OrangeRed,1
Pink,1
PinkPurple,1
PinkRed,1
Purple,1
PurpleViolet,1
Red,1
RedViolet,1
Violet,1
Yellow,1
